facility,address,date,violations,total_critical_violations,total_crit_not_corrected,total_noncritical_violations,description,local_health_department,county,facility_address,city,zip_code,nysdoh_gazetteer_1980,municipality,operation_name,permit_expiration_date,permitted_d_b_a,permitted_corp_name,perm_operator_last_name,perm_operator_first_name,nys_health_operation_id,inspection_type,inspection_comments,food_service_facility_state,location1
BOSS CROKER'S BAR & GRILL,"1871 WANTAGH  AVENUE,  WANTAGH",2025-12-19,"Item 12D-   Toilet facilities inadequate, inconvenient, dirty, in disrepair, toilet paper missing, not self-closing doors, missing hand wash signs; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans;",0.0,0.0,3.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,1871 WANTAGH  AVENUE,WANTAGH,117933900,295050,HEMPSTEAD,BOSS CROKER'S BAR & GRILL,2026-07-31T00:00:00.000,BOSS CROKER'S,BOC BEVERAGE INC,,,570373,Inspection,Score “A”|FMTC K.O no.46548 exp 12/25|Permit exp 7/26|40 seats,NY,"(40.675256, -73.50984)"
PARK DELI,"1420 PARK AVENUE,  NORTH MERRICK",2025-01-03,"Item  4A-  Critical Violation [RED] Toxic chemicals are improperly labeled, stored or used so that contamination of food can occur.; Item 15C-   Premises littered, unnecessary equipment and article present, living quarters no completely separated for food service operations, live animals, birds and pets not excluded; Item 16-   Miscellaneous, Economic Violation, Choking Poster, Training.;",1.0,0.0,2.0,Food Service Establishment - Delicatessen,Nassau  County,NASSAU,1420 PARK AVENUE,NORTH MERRICK,11566,295035,HEMPSTEAD,PARK DELI,2026-08-31T00:00:00.000,PARK DELI,NORTH MERRICK DELICATESSEN INC,,,575900,Inspection,Score “A”|Permit exp 8/25|0 seats|Mop water is being disposed of in first compartment of 3 compartment sink due to lack of a mop sink.  Letter from plumber previously received.,NY,"(40.685134, -73.549284)"
SAND CASTLE CATERERS,"505 FRANKLIN  AVENUE,  FRANKLIN SQUARE",2024-09-05,"Item 14A-   Insects, rodents present; Item 14B-   Effective measures not used to control entrance (rodent-, insect-proof contruction). Harborage areas available for rodents, insects and other vermin;",0.0,0.0,2.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,505 FRANKLIN  AVENUE,FRANKLIN SQUARE,11010,295015,HEMPSTEAD,SAND CASTLE CATERERS,2027-01-31T00:00:00.000,SAND CASTLE CATERING,SAND CASTLE CATERERS INC,,,577610,Inspection,Score 0/2 “A”|Permit expires Jan 31 2025|Food Manager: J.A. 44670 expires March 31 2026|Seat count 200+,NY,"(40.693893, -73.68308)"
ROOSEVELT CHLDRENS ACAD CHARTER SCH,"105 PLEASANT AVENUE,  ROOSEVELT",2024-05-23,"Item 16-   Miscellaneous, Economic Violation, Choking Poster, Training.;",0.0,0.0,1.0,Institutional Food Service - School K-12 Food Service,Nassau  County,NASSAU,105 PLEASANT AVENUE,ROOSEVELT,11575,299900,NASSAU SCHOOLS,ROOSEVELT CHLDRENS ACADEMY CHARTER SCHOOL,2026-06-30T00:00:00.000,,ROOSEVELT CHLDRNS ACADEMY CHARTER SCHOOL INC,,,685564,Inspection,"Score: 0/1 “A”|Permit Expires: August 31, 2024.|No meal service on 5/23/24 - 1/2 Day. |Meals are pre-packaged and heated on site. There is no food preparation on site.",NY,"(40.674189, -73.584554)"
CARLE PL SD - HIGH SCHOOL,"168 CHERRY LANE,  CARLE PLACE",2012-05-02,"Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item 11D-   Non food contact surfaces of equipment not clean; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing;",0.0,0.0,4.0,Food Service Establishment - Frozen Desserts,Nassau  County,NASSAU,168 CHERRY LANE,CARLE PLACE,11514,299900,NASSAU SCHOOLS,CARLE PLACE UFSD - HIGH SCHOOL FD,2026-11-30T00:00:00.000,,,,,570333,Inspection,,NY,"(40.754118, -73.605299)"
PLAINEDGE SD - MIDDLE SCHOOL,"200 STEWART  AVENUE,  BETHPAGE",2026-02-11,No violations found.,0.0,0.0,0.0,Institutional Food Service - School K-12 Food Service,Nassau  County,NASSAU,200 STEWART  AVENUE,BETHPAGE,11714,299900,NASSAU SCHOOLS,PLAINEDGE SD - MIDDLE SCHOOL,2026-08-31T00:00:00.000,PLAINEDGE MIDDLE SCHOOL,PLAINEDGE UNION FREE SCH DIST,,,577581,Inspection,"Score: 0/0 “A”|Permit Expires: August. 31, 2026|FMTC: D.S.; Cert #: 956690690; Cert Exp.:  October 31, 2028|             S.A.; Cert #: 1430888444; Cert Exp.: February 28, 2029|February 2026 Menu Attached Complaint",NY,"(40.725405, -73.482583)"
KNIGHTS OF COLUMBUS #2502 MH KTCHN,"186 JERICHO  TURNPIKE,  MINEOLA",2023-07-25,No violations found.,0.0,0.0,0.0,"Institutional Food Service - Religious, Charitable, Fraternal Organization",Nassau  County,NASSAU,186 JERICHO  TURNPIKE,MINEOLA,11501,290800,N. HEMPSTEAD,KNIGHTS OF COLUMBUS #2502 MEETNG HALL KITCHEN,2026-04-30T00:00:00.000,KNIGHTS OF COLUMBUS #2502,KNIGHTS OF COLUMBUS #2502 ASSOCIATION,,,575131,Inspection,commercial kitchen |hall rentals allowed with licensed caterers using sternos|meetings with coffee and cake,NY,"(40.748616, -73.643019)"
"CABANA, THE","1034 WEST BEECH STREET,  LONG BEACH",2025-09-26,"Item 14A-   Insects, rodents present;",0.0,0.0,2.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,1034 WEST BEECH STREET,LONG BEACH,115611224,290200,LONG BEACH,THE CABANA,2026-06-30T00:00:00.000,THE CABANA,TACLE INC,,,579532,Re-Inspection,,NY,"(40.585955, -73.697835)"
HEWLETT STATION YOGURT,"1213 STATION PLAZA,  HEWLETT",2026-01-09,"Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item 14C-   Pesticide application not supervised by a certified applicator;",0.0,0.0,2.0,Food Service Establishment - Ice Cream Store,Nassau  County,NASSAU,1213 STATION PLAZA,HEWLETT,11557,295020,HEMPSTEAD,HEWLETT STATION YOGURT,2027-02-28T00:00:00.000,HEWLETT STATION YOGURT,HEWLETT STATION YOGURT INC,,,573639,Inspection,Permit expires February 2026|20 seats|Score “A”,NY,"(40.637384, -73.703637)"
OCEANSIDE SENIOR COMM SERVICE CENTER,"80 ANCHOR  AVENUE,  OCEANSIDE",2025-06-12,No violations found.,0.0,0.0,0.0,SOFA Food Service - SOFA Prep Site-State Office for the Aging,Nassau  County,NASSAU,80 ANCHOR  AVENUE,OCEANSIDE,11572,299900,NASSAU SCHOOLS,OCEANSIDE SENIOR COMMUNITY SERVICE CENTER,2026-05-31T00:00:00.000,OCEANSIDE SR COMM SERVICE CENTER,CATHOLIC CHARITIES OF LONG ISLAND,,,571811,Re-Inspection,Violations from 6/2/2025 have been corrected.|Facility may proceed with food preparation on site as the hot water has been repaired.,NY,"(40.63681, -73.643648)"
NASSAU COUNTRY CLUB RESTAURANT GRILL,"30 ST ANDREWS  LANE,  GLEN COVE",2023-08-15,"Item 14A-   Insects, rodents present; Item 14B-   Effective measures not used to control entrance (rodent-, insect-proof contruction). Harborage areas available for rodents, insects and other vermin;",0.0,0.0,2.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,30 ST ANDREWS  LANE,GLEN COVE,11542,290100,GLEN COVE,NASSAU COUNTRY CLUB RESTAURANT GRILL,2026-06-30T00:00:00.000,NASSAU COUNTRY CLUB RESTAURANT GRILL,NASSAU COUNTRY CLUB INC,,,576338,Re-Inspection,Ecoroq dehumidifier noted to be non-toxic and safe for consumption if accidentally swallowed.,NY,"(40.870766, -73.617764)"
BELLMORE BAGEL CAFE,"550 JERUSALEM  AVENUE,  NORTH BELLMORE",2025-09-15,"Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item 10A-   Food (ice) contact surfaces are improperly designed, constructed, installed, located (cracks, open seams, pitted surfaces, tin cans reused, uncleanable or corroded food contact surfaces); Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 14B-   Effective measures not used to control entrance (rodent-, insect-proof contruction). Harborage areas available for rodents, insects and other vermin;",0.0,0.0,4.0,Food Service Establishment - Delicatessen,Nassau  County,NASSAU,550 JERUSALEM  AVENUE,NORTH BELLMORE,11710,295032,HEMPSTEAD,BELLMORE BAGEL CAFE,2026-10-31T00:00:00.000,,BELLMORE BAGEL GOURMET INC,,,571018,Inspection,Food ManagersBS expires January 2027. Certificate # 573910314,NY,"(40.69054, -73.548324)"
MILL NECK MANOR SCHOOL FOR THE DEAF,"40 FROST MILL ROAD,  MILL NECK",2025-05-13,"Item 12A-   Hot, cold running water not provided, pressure inadequate; Item 12C-   Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained;",0.0,0.0,3.0,Institutional Food Service - School K-12 Food Service,Nassau  County,NASSAU,40 FROST MILL ROAD,MILL NECK,11765,299900,NASSAU SCHOOLS,MILL NECK MANOR SCHOOL FOR THE DEAF,2026-08-31T00:00:00.000,,MILL NECK MANOR,,,687362,Inspection,"Score: 0/3 “A”|Permit Expires: August 31, 2025|FMTC: C.E.; Cert #: 8811902; Cert Exp: December 31, 2025|             J.W.; Cert #: 1244999670; Cert Exp: January 31, 2026|Milk Expiration Date: May 25, 2025|Menu Attached.",NY,"(40.880006, -73.563268)"
COLD STONE CREAMERY,"6 BROADWAY,  LYNBROOK",2013-04-19,"Item  1D-  Critical Violation [RED] Canned foods found in poor conditions (leakers, severe dents, rusty, swollen cans); Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces;",1.0,0.0,1.0,Food Service Establishment - Frozen Desserts,Nassau  County,NASSAU,6 BROADWAY,LYNBROOK,11563,290700,HEMPSTEAD,COLD STONE CREAMERY FD,2027-02-28T00:00:00.000,,,,,578431,Inspection,,NY,"(40.656947, -73.672082)"
PLAINEDGE SD - HIGH SCHOOL,"241 WYNGATE  DRIVE,  NORTH MASSAPEQUA",2024-10-16,"Item 14A-   Insects, rodents present;",0.0,0.0,1.0,Institutional Food Service - School K-12 Food Service,Nassau  County,NASSAU,241 WYNGATE  DRIVE,NORTH MASSAPEQUA,11758,299900,NASSAU SCHOOLS,PLAINEDGE SD - PLAINEDGE HIGH SCHOOL,2027-03-31T00:00:00.000,,PLAINEDGE UNION FREE SCHOOL DISTRICT,,,577584,Inspection,"Score: 0/1 “A”|Permit Expires: March 31, 2025|FMTC: A.R.; Cert #: 2110086442; Cert Exp: September 30, 2027|            L.M.; Cert #: 61302714; Cert Exp: January 31, 2026.|Milk Expiration Date: October 25th, 2024 to October 28th, 2024|October 2024 Lunch Menu Attached.",NY,"(40.699194, -73.476143)"
COMMUNITY SYNAGOGUE EARLY CHILDHOOD,"160 MIDDLE NECK  ROAD,  PORT WASHINGTON",2024-04-04,No violations found.,0.0,0.0,0.0,Institutional Food Service - Day Care Center Food Service,Nassau  County,NASSAU,160 MIDDLE NECK  ROAD,PORT WASHINGTON,11050,295111,N. HEMPSTEAD,COMMUNITY SYNAGOGUE EARLY CHILDHOOD CENTER,2040-12-31T00:00:00.000,NURSERYSCH @ THE COMMUNITY SYNAGOGUE,THE COMMUNITY SYNAGOGUE,,,579035,Inspection,"154 students |ages range from 18 months to 5 years old|snacks are provided can be gold fish,  yogurt,  fruit|lunch is delivered in hotboxes from Hunki’s Kosher Pizzeria and temperature monitored |sick worker policy discussed |single service ware used|disposable gloves throughout |every classroom has a small refrigerator with thermometers |automatic faucets in restrooms | restrooms stocked with soap and paper towels |Grade “A”|Inspection acceptable for licensing",NY,"(40.857004, -73.711397)"
VILLA MILANO,"168 PLANDOME  ROAD,  MANHASSET",2025-02-24,"Item 12D-   Toilet facilities inadequate, inconvenient, dirty, in disrepair, toilet paper missing, not self-closing doors, missing hand wash signs; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing; Item 13B-   Garbage storage areas not properly constructed or maintained, creating a nuisance; Item 16-   Miscellaneous, Economic Violation, Choking Poster, Training.;",0.0,0.0,5.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,168 PLANDOME  ROAD,MANHASSET,110302326,295109,N. HEMPSTEAD,VILLA MILANO,2027-01-31T00:00:00.000,VILLA MILANO,FOOD CONCEPTS EAST LTD,,,573485,Inspection,Score: 0/5 ”A”|Shellfish tags present|Seating count: 80,NY,"(40.79491, -73.69868)"
PIPING ROCK BEACH CLUB RESTAURANT,"105 SHEEP LANE,  LATTINGTOWN",2024-09-06,"Item 16-   Miscellaneous, Economic Violation, Choking Poster, Training.;",0.0,0.0,1.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,105 SHEEP LANE,LATTINGTOWN,11560,298200,OYSTER BAY,PIPING ROCK BEACH CLUB RESTAURANT,2026-05-31T00:00:00.000,PIPING ROCK BEACH CLUB,PIPING ROCK CLUB INC,,,577409,Re-Inspection,Cold holding unit working properly,NY,"(40.896216, -73.587226)"
KFC,"1221 GRAND AVENUE,  BALDWIN",2026-03-03,"Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 12C-   Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing; Item 14B-   Effective measures not used to control entrance (rodent-, insect-proof contruction). Harborage areas available for rodents, insects and other vermin;",0.0,0.0,4.0,Food Service Establishment - Food Service Establishment,Nassau  County,NASSAU,1221 GRAND AVENUE,BALDWIN,11510,295002,HEMPSTEAD,K F C,2026-05-31T00:00:00.000,,KEDIS ENTERPRISES LLC,,,781866,Re-Inspection,Hot water - 140ºF,NY,"(40.680438, -73.614835)"
PEZZI PIZZA,"500 GLEN COVE  AVENUE,  SEA CLIFF",2025-03-27,"Item  2C-  Critical Violation [RED] Cooked or prepared foods are subject to cross-contamination from raw foods.; Item 12C-   Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing;",1.0,0.0,2.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,500 GLEN COVE  AVENUE,SEA CLIFF,11579,292800,OYSTER BAY,PEZZI PIZZA,2026-04-30T00:00:00.000,PEZZI PIZZA,PEZZI PIZZA INC,,,575959,Inspection,Score “A”|FMTC C.M no.44971 exp 9/26|Permit exp4/25|40 seats,NY,"(40.83855, -73.63566)"
MOCA ASIAN BISTRO,"1300 PENINSULA BOULEVARD,  HEWLETT",2026-03-25,"Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 12C-   Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces;",0.0,0.0,3.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,1300 PENINSULA BOULEVARD,HEWLETT,115571226,295020,HEMPSTEAD,MOCA ASIAN BISTRO,2026-06-30T00:00:00.000,,KANG LONG USA CORP,,,724149,Re-Inspection,,NY,"(40.643853, -73.704257)"
UNIONDALE EARLY CHILDHOOD CENTER,"454 JERUSALEM  AVENUE,  UNIONDALE",2023-07-17,No violations found.,0.0,0.0,0.0,Institutional Food Service - Day Care Center Food Service,Nassau  County,NASSAU,454 JERUSALEM  AVENUE,UNIONDALE,11553,295048,HEMPSTEAD,UNIONDALE EARLY CHILDHOOD CENTER,2040-12-31T00:00:00.000,UNIONDALE EARLY CHILDHOOD CENTER,UECC INC,CAMERON,MARY,579236,Inspection,"16 students enrolled |ages are from 9 months to 5years|breakfast, lunch and snacks are catered from J and D Food in  Uniondale |foods delivered hot and served immediately |residential kitchen |refrigerator has thermometer|food log kept|single service ware used|gloves throughout |sick worker policy in place|water temperature within code|Grade “A”|Acceptable for licensing",NY,"(40.701736, -73.600324)"
DUNKIN DONUTS,"370 PLANDOME  ROAD,  MANHASSET",2008-09-18,"Item 11A-   Manual facilities inadequate, technique incorrect; mechanical facilities not operated in accordance with manufacturer's instructions; Item 12A-   Hot, cold running water not provided, pressure inadequate; Item 12C-   Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained;",0.0,0.0,3.0,Food Service Establishment - Frozen Desserts,Nassau  County,NASSAU,370 PLANDOME  ROAD,MANHASSET,11030,295109,N. HEMPSTEAD,DUNKIN DONUTS FD,2027-02-28T00:00:00.000,,,,,577664,Inspection,,NY,"(40.797655, -73.699636)"
SHELTER ROCK BREAKFAST ROOM KITCHEN,"272 SHELTER ROCK  ROAD,  ROSLYN",2025-08-14,"Item 16-   Miscellaneous, Economic Violation, Choking Poster, Training.;",0.0,0.0,1.0,"Institutional Food Service - Religious, Charitable, Fraternal Organization",Nassau  County,NASSAU,272 SHELTER ROCK  ROAD,ROSLYN,11576,295300,N. HEMPSTEAD,SHELTER ROCK BREAKFAST ROOM KITCHEN,2026-06-30T00:00:00.000,SHELTER ROCK BREAKFAST ROOM KITCHEN,SHELTER ROCK JEWISH CENTER,,,577116,Inspection,permit expired 6/30/25|Rating A,NY,"(40.766271, -73.670674)"
SAN MARZANO PIZZA,"38  MERRICK AVENUE,  MERRICK",2025-01-14,"Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans;",0.0,0.0,1.0,Food Service Establishment - Food Service Establishment,Nassau  County,NASSAU,38  MERRICK AVENUE,MERRICK,115663431,295029,HEMPSTEAD,SAN MARZANO PIZZA,2026-08-31T00:00:00.000,,CAPRICCIO INDUSTRIES LLC,,,675654,Inspection,Score “A”|FMTC M.C no.451908829 exp 6/27|Permit exp 8/25|68 seats,NY,"(40.664715, -73.552505)"
NAUTILUS CAFE,"46 WOODCLEFT  AVENUE,  FREEPORT",2025-08-08,"Item  8C-   Improper use and storage of clean, sanitized equipment and utensils; Item 12D-   Toilet facilities inadequate, inconvenient, dirty, in disrepair, toilet paper missing, not self-closing doors, missing hand wash signs; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces;",0.0,0.0,4.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,46 WOODCLEFT  AVENUE,FREEPORT,11520,290400,HEMPSTEAD,NAUTILUS CAFE,2026-07-31T00:00:00.000,NAUTILUS CAFE,NAUTILUS CAFE INC,,,576499,Inspection,Score “A”|FMTC D.M no.90011349 exp 4/27|Permit exp 7/25|60 seats,NY,"(40.63863, -73.582967)"
